start_time,end_time,duration_s,avg_power_w,power_wkg,peak_5s_w,peak_30s_w,normalized_power_w,avg_hr_bpm,max_hr_bpm,power_hr_ratio,avg_hr_pct_lthr,power_zone,work_kj,pct_in_target,variability_index_vi,intensity_factor_if,tss,hr_drift_pct,pw_hr_decoupling_pct,efficiency_factor_ef,hr_recovery_60s_bpm,duration_bucket_s,effort_key,effort_family,pr_flag,kj_per_min,avg_cadence_rpm,coasting_percent,distance_m,avg_speed_mps,elevation_gain_m,label
2025-04-03 17:18:48,2025-04-03 17:29:29,642.0,105.60530421216849,1.5086472030309785,266.4,193.26666666666668,130.49766451467232,,,,,Z1 Active Recovery,67.693,6.5420560747663545,1.2357112693174324,0.5219906580586893,4.859124073293025,,,,,660,Z1_11m,Z1_10m,,6.326448598130841,51.28861154446178,25.077881619937692,4345.79,6.745330218068537,36.999999999999886,lap
2025-04-03 17:29:29,2025-04-03 17:34:28,300.0,226.08333333333334,3.229761904761905,275.6,255.36666666666667,226.77955025983127,,,,,Z4 Threshold,67.825,85.66666666666667,1.0030794703715353,0.9071182010393251,6.857195255473511,,,,,300,Z4_5m,Z4_4m,,13.565000000000001,89.32,0.0,3394.0600000000004,11.291783333333333,1.6000000000000227,lap
2025-04-03 17:34:28,2025-04-03 17:41:28,421.0,142.1671924290221,2.030959891843173,248.4,174.56666666666666,145.40476899076322,,,,,Z2 Endurance,45.067,45.843230403800476,1.0227730217248083,0.5816190759630528,3.956005431934794,,,,,420,Z2_7m,Z2_8m,,6.4228503562945365,75.60493827160494,2.6128266033254155,2460.8199999999997,7.597089506172839,17.600000000000023,lap
2025-04-03 17:41:28,2025-04-03 17:46:28,301.0,231.06976744186048,3.300996677740864,261.2,243.13333333333333,230.96938098189037,,,,,Z4 Threshold,69.552,86.71096345514951,0.9995655577919973,0.9238775239275615,7.136623706799308,,,,,300,Z4_5m,Z4_6m,,13.86418604651163,91.56478405315615,0.0,3229.5200000000004,10.672146179401993,13.400000000000091,lap
2025-04-03 17:46:28,2025-04-03 17:51:29,302.0,151.68543046357615,2.166934720908231,253.6,181.96666666666667,149.97064891433192,,,,,Z2 Endurance,45.809,51.98675496688742,0.9886951466333742,0.5998825956573277,3.0188182452476955,,,,,300,Z2_5m,Z2_6m,,9.101125827814569,84.94701986754967,0.9933774834437087,2563.959999999999,8.41310927152318,15.60000000000008,lap
2025-04-03 17:51:29,2025-04-03 17:52:09,41.0,406.0243902439024,5.800348432055749,472.2,405.8,403.5047591628879,,,,,Z7 Neuromuscular,16.647,65.85365853658537,0.9937943849149039,1.6140190366515517,2.966870985489381,,,,,30,Z7_30s,Z7_40s,,24.361463414634144,88.63414634146342,0.0,426.85999999999876,10.544170731707316,6.0,lap
2025-04-03 17:52:09,2025-04-03 17:52:29,21.0,167.1904761904762,2.38843537414966,271.2,370.0,167.1904761904762,,,,,Z2 Endurance,3.511,23.809523809523807,1.0,0.6687619047619048,0.26089144973544975,,,,,30,Z2_30s,Z2_20s,,10.031428571428572,64.52380952380952,0.0,115.14000000000306,5.7214761904761895,4.599999999999966,lap
2025-04-03 17:52:29,2025-04-03 17:53:08,40.0,374.6,5.351428571428571,423.0,399.6333333333333,392.7179621369654,,,,,Z6 Anaerobic,14.984,67.5,1.0483661562652573,1.5708718485478617,2.7418204050668624,,,,,30,Z6_30s,Z6_40s,,22.476000000000003,98.025,0.0,463.25,10.960825,0.0,lap
2025-04-03 17:53:08,2025-04-03 17:53:28,21.0,132.1904761904762,1.88843537414966,258.6,391.0,132.1904761904762,,,,,Z1 Active Recovery,2.776,19.047619047619047,1.0,0.5287619047619048,0.16309367195767197,,,,,30,Z1_30s,Z1_20s,,7.9314285714285715,91.47619047619048,0.0,228.0,11.461857142857143,0.39999999999997726,lap
2025-04-03 17:53:28,2025-04-03 17:54:08,41.0,390.3170731707317,5.57595818815331,457.0,402.43333333333334,395.6221103481089,,,,,Z7 Neuromuscular,16.003,70.73170731707317,1.0135916093402777,1.5824884413924356,2.852084898687974,,,,,30,Z7_30s,Z7_40s,,23.4190243902439,94.82926829268293,0.0,459.9499999999971,11.309756097560975,2.0,lap
2025-04-03 17:54:08,2025-04-03 17:54:28,21.0,156.95238095238096,2.2421768707482994,347.6,437.0,156.95238095238096,,,,,Z2 Endurance,3.296,14.285714285714285,1.0,0.6278095238095238,0.22991779894179892,,,,,30,Z2_30s,Z2_20s,,9.417142857142856,93.66666666666667,0.0,177.4200000000019,8.89857142857143,2.0,lap
2025-04-03 17:54:28,2025-04-03 17:55:08,41.0,405.1707317073171,5.78815331010453,465.8,417.8333333333333,411.58598176753736,,,,,Z7 Neuromuscular,16.612,73.17073170731707,1.015833448860404,1.6463439270701494,3.086899482617534,,,,,30,Z7_30s,Z7_40s,,24.310243902439023,97.73170731707317,0.0,417.7000000000007,10.234682926829267,4.7999999999999545,lap
2025-04-03 17:55:08,2025-04-03 17:55:28,21.0,140.95238095238096,2.0136054421768708,374.4,424.0,140.95238095238096,,,,,Z2 Endurance,2.96,19.047619047619047,1.0,0.5638095238095239,0.18543068783068786,,,,,30,Z2_30s,Z2_20s,,8.457142857142857,72.38095238095238,23.809523809523807,177.27999999999884,8.942999999999998,2.400000000000034,lap
2025-04-03 17:55:28,2025-04-03 17:56:08,41.0,382.4146341463415,5.463066202090593,467.2,400.3333333333333,391.28608821807416,,,,,Z7 Neuromuscular,15.679,58.536585365853654,1.0231985213942878,1.5651443528722966,2.78990974051249,,,,,30,Z7_30s,Z7_40s,,22.944878048780488,94.39024390243902,0.0,418.47999999999956,10.29739024390244,1.1999999999999886,lap
2025-04-03 17:56:08,2025-04-03 17:56:28,21.0,132.76190476190476,1.8965986394557823,345.0,420.0,132.76190476190476,,,,,Z1 Active Recovery,2.788,14.285714285714285,1.0,0.531047619047619,0.16450675132275128,,,,,30,Z1_30s,Z1_20s,,7.965714285714285,57.523809523809526,28.57142857142857,195.95999999999913,9.342666666666664,0.5999999999999659,lap
2025-04-03 17:56:28,2025-04-03 17:57:08,41.0,385.9512195121951,5.513588850174216,455.6,406.76666666666665,399.51322481348217,,,,,Z7 Neuromuscular,15.824,75.60975609756098,1.0351391694484813,1.5980528992539287,2.908463772815816,,,,,30,Z7_30s,Z7_40s,,23.157073170731707,101.29268292682927,0.0,432.3700000000026,10.66709756097561,2.6000000000000227,lap
2025-04-03 17:57:08,2025-04-03 17:57:51,44.0,130.36363636363637,1.8623376623376624,347.6,161.43333333333334,123.3552588775783,,,,,Z1 Active Recovery,5.736,15.909090909090908,0.9462397821850496,0.4934210355103132,0.2975675001249741,,,,,30,Z1_30s,Z1_45s,,7.821818181818182,64.04545454545455,20.454545454545457,349.3199999999997,8.164613636363638,5.0,lap
2025-04-03 17:57:51,2025-04-03 17:58:31,41.0,406.3170731707317,5.804529616724738,518.0,419.73333333333335,407.51194215195665,,,,,Z7 Neuromuscular,16.659,68.29268292682927,1.002940730429811,1.6300477686078265,3.0260912457132645,,,,,30,Z7_30s,Z7_40s,,24.3790243902439,99.48780487804878,0.0,409.7599999999984,10.210146341463414,6.2000000000000455,lap
2025-04-03 17:58:31,2025-04-03 17:58:51,21.0,171.76190476190476,2.4537414965986395,349.0,406.0,171.76190476190476,,,,,Z2 Endurance,3.607,4.761904761904762,1.0,0.687047619047619,0.275353417989418,,,,,30,Z2_30s,Z2_20s,,10.305714285714288,73.33333333333333,14.285714285714285,114.11000000000058,6.104714285714286,7.0,lap
2025-04-03 17:58:51,2025-04-03 17:59:31,41.0,397.219512195122,5.6745644599303136,429.4,405.0,402.26574291553897,,,,,Z7 Neuromuscular,16.286,85.36585365853658,1.0127038842893956,1.6090629716621558,2.9486785977151153,,,,,30,Z7_30s,Z7_40s,,23.83317073170732,94.70731707317073,0.0,359.0400000000009,8.65570731707317,6.2000000000000455,lap
2025-04-03 17:59:31,2025-04-03 17:59:51,21.0,116.38095238095238,1.6625850340136055,326.6,371.0,116.38095238095238,,,,,Z1 Active Recovery,2.444,0.0,1.0,0.4655238095238095,0.12641557671957673,,,,,30,Z1_30s,Z1_20s,,6.982857142857143,52.714285714285715,28.57142857142857,193.75,9.779238095238096,0.0,lap
2025-04-03 17:59:51,2025-04-03 18:04:51,301.0,141.34883720930233,2.0192691029900334,197.2,168.66666666666666,143.88804853209723,,,,,Z2 Endurance,42.546,48.50498338870432,1.017964147232672,0.5755521941283889,2.769704410499078,,,,,300,Z2_5m,Z2_6m,,8.480930232558139,79.04983388704319,1.9933554817275747,2183.079999999998,7.110099667774086,21.59999999999991,lap
2025-04-03 18:04:51,2025-04-03 18:19:51,901.0,200.9400665926748,2.8705723798953544,315.4,227.8,202.94203109132607,,,,,Z3 Tempo,181.047,68.1465038845727,1.0099629931083354,0.8117681243653043,16.4924918458262,,,,,900,Z3_15m,Z3_15m,,12.056403995560487,82.96781354051055,1.7758046614872365,7371.27,8.140576026637069,65.19999999999982,lap
2025-04-03 18:19:51,2025-04-03 18:20:21,31.0,399.9032258064516,5.712903225806452,413.4,401.56666666666666,400.8519219447082,,,,,Z7 Neuromuscular,12.397,93.54838709677419,1.0023723142926477,1.6034076877788328,2.2138445169465597,,,,,30,Z7_30s,Z7_30s,,23.994193548387095,98.45161290322581,0.0,318.6100000000006,10.504,3.3999999999999773,lap
2025-04-03 18:20:21,2025-04-03 18:20:51,31.0,152.4516129032258,2.177880184331797,249.0,147.33333333333334,145.9049471876961,,,,,Z2 Endurance,4.726,22.58064516129032,0.9570574191321582,0.5836197887507845,0.2933048275685227,,,,,30,Z2_30s,Z2_30s,,9.147096774193548,75.93548387096774,16.129032258064516,218.59999999999854,7.424225806451613,4.7999999999999545,lap
2025-04-03 18:20:51,2025-04-03 18:21:21,31.0,412.4516129032258,5.892165898617511,499.8,416.0,414.17883920800494,,,,,Z7 Neuromuscular,12.786,70.96774193548387,1.0041877065108833,1.6567153568320199,2.363496638345957,,,,,30,Z7_30s,Z7_30s,,24.747096774193544,90.83870967741936,0.0,307.9200000000019,10.14558064516129,1.7999999999999545,lap
2025-04-03 18:21:21,2025-04-03 18:21:52,32.0,148.71875,2.1245535714285713,296.4,147.26666666666668,139.48205575946375,,,,,Z2 Endurance,4.759,46.875,0.9378915285360033,0.5579282230378549,0.27669680183304746,,,,,30,Z2_30s,Z2_30s,,8.923125,83.25,6.25,279.3600000000006,9.11234375,2.400000000000091,lap
2025-04-03 18:21:52,2025-04-03 18:22:22,31.0,402.06451612903226,5.743778801843318,450.0,409.73333333333335,404.93832797236985,,,,,Z7 Neuromuscular,12.464,67.74193548387096,1.0071476385705604,1.6197533118894794,2.2592117925745847,,,,,30,Z7_30s,Z7_30s,,24.123870967741933,93.61290322580645,0.0,300.84999999999854,9.952354838709676,2.0,lap
2025-04-03 18:22:22,2025-04-03 18:22:52,31.0,121.54838709677419,1.736405529953917,196.6,118.43333333333334,114.49394077398088,,,,,Z1 Active Recovery,3.768,22.58064516129032,0.9419618269621569,0.4579757630959235,0.18061099408561385,,,,,30,Z1_30s,Z1_30s,,7.292903225806451,69.25806451612904,16.129032258064516,210.70000000000073,7.15909677419355,2.400000000000091,lap
2025-04-03 18:22:52,2025-04-03 18:23:22,31.0,420.1290322580645,6.00184331797235,481.8,426.96666666666664,423.34763410132456,,,,,Z7 Neuromuscular,13.024,83.87096774193549,1.0076609841170963,1.6933905364052981,2.4692976881221593,,,,,30,Z7_30s,Z7_30s,,25.207741935483867,92.70967741935483,0.0,287.869999999999,9.423322580645163,4.399999999999977,lap
2025-04-03 18:23:22,2025-04-03 18:23:52,31.0,137.70967741935485,1.9672811059907835,369.2,136.33333333333334,132.27298292643323,,,,,Z2 Endurance,4.269,12.903225806451612,0.9605206068679855,0.5290919317057329,0.2410579566133117,,,,,30,Z2_30s,Z2_30s,,8.26258064516129,56.774193548387096,16.129032258064516,202.33000000000175,6.888161290322582,3.3999999999999773,lap
2025-04-03 18:23:52,2025-04-03 18:24:22,31.0,414.48387096774195,5.921198156682028,476.8,422.3333333333333,417.9543979891623,,,,,Z7 Neuromuscular,12.849,74.19354838709677,1.008373129244613,1.6718175919566494,2.4067832190013223,,,,,30,Z7_30s,Z7_30s,,24.869032258064514,95.41935483870968,0.0,262.630000000001,8.68890322580645,7.399999999999977,lap
2025-04-03 18:24:22,2025-04-03 18:24:52,31.0,159.58064516129033,2.2797235023041478,357.8,156.16666666666666,153.19206330114528,,,,,Z2 Endurance,4.947,6.451612903225806,0.9599664366960791,0.6127682532045812,0.32333424711658904,,,,,30,Z2_30s,Z2_30s,,9.574838709677419,60.064516129032256,12.903225806451612,144.16999999999825,4.912709677419355,6.399999999999977,lap
2025-04-03 18:24:52,2025-04-03 18:25:22,31.0,393.4193548387097,5.620276497695853,420.4,397.8,395.2583332454272,,,,,Z7 Neuromuscular,12.196,90.32258064516128,1.004674346556924,1.5810333329817088,2.152490511110466,,,,,30,Z7_30s,Z7_30s,,23.605161290322577,88.70967741935483,0.0,219.0699999999997,7.157967741935485,8.400000000000091,lap
2025-04-03 18:25:22,2025-04-03 18:25:51,30.0,126.3,1.8042857142857143,224.0,126.3,126.3,,,,,Z1 Active Recovery,3.789,36.666666666666664,1.0,0.5052,0.2126892,,,,,30,Z1_30s,Z1_30s,,7.578,54.46666666666667,3.3333333333333335,85.86000000000058,3.0063666666666666,6.199999999999932,lap
2025-04-03 18:25:51,2025-04-03 18:26:21,31.0,396.93548387096774,5.670506912442396,463.0,405.06666666666666,400.81972841729646,,,,,Z7 Neuromuscular,12.305,77.41935483870968,1.009785581547029,1.6032789136691858,2.213488931263989,,,,,30,Z7_30s,Z7_30s,,23.81612903225806,91.3225806451613,0.0,157.16999999999825,5.16741935483871,10.600000000000023,lap
2025-04-03 18:26:21,2025-04-03 18:26:51,31.0,164.61290322580646,2.3516129032258064,284.8,162.76666666666668,159.66284682996414,,,,,Z2 Endurance,5.103,38.70967741935484,0.9699291106660568,0.6386513873198566,0.35122620639702506,,,,,30,Z2_30s,Z2_30s,,9.876774193548385,52.54838709677419,3.225806451612903,76.16000000000349,2.5516129032258066,7.0,lap
2025-04-03 18:26:51,2025-04-03 18:27:21,31.0,461.258064516129,6.589400921658986,501.4,469.3,464.7521196277545,,,,,Z7 Neuromuscular,14.299,87.09677419354838,1.0075750547912714,1.859008478511018,2.9759246727347595,,,,,30,Z7_30s,Z7_30s,,27.67548387096774,89.38709677419355,0.0,302.3600000000006,9.786580645161289,3.7999999999999545,lap
2025-04-03 18:27:21,2025-04-03 18:27:51,31.0,32.225806451612904,0.46036866359447004,199.4,33.3,28.437912758922955,,,,,Z1 Active Recovery,0.999,0.0,0.8824577532798915,0.11375165103569182,0.011142293930936667,,,,,30,Z1_30s,Z1_30s,,1.933548387096774,13.548387096774194,90.32258064516128,529.8499999999985,17.611,0.0,lap
2025-04-03 18:27:51,2025-04-03 18:32:51,301.0,119.15282392026577,1.7021831988609397,194.4,168.73333333333332,140.43301754831026,,,,,Z1 Active Recovery,35.865,10.631229235880399,1.1785957976311554,0.561732070193241,2.638289403437746,,,,,300,Z1_5m,Z1_6m,,7.149169435215947,59.31893687707641,20.59800664451827,2640.8199999999997,8.767524916943522,23.799999999999955,lap
2025-04-03 18:32:51,2025-04-03 18:48:14,924.0,207.1525974025974,2.9593228200371056,280.2,238.76666666666668,210.5564309404399,,,,,Z3 Tempo,191.409,72.72727272727273,1.0164315271955158,0.8422257237617596,18.20650035732784,,,,,900,Z3_15m,Z3_15m,,12.429155844155844,78.50108225108225,1.83982683982684,7108.080000000002,7.665272727272726,106.60000000000002,lap
2025-04-03 18:48:14,2025-04-03 18:48:34,21.0,418.76190476190476,5.982312925170068,444.2,470.0,418.76190476190476,,,,,Z7 Neuromuscular,8.794,85.71428571428571,1.0,1.6750476190476191,1.6367076402116405,,,,,30,Z7_30s,Z7_20s,,25.125714285714288,95.47619047619048,0.0,174.61999999999534,8.602190476190474,3.0,lap
2025-04-03 18:48:34,2025-04-03 18:49:14,41.0,162.0,2.3142857142857145,347.6,160.26666666666668,143.4269282029938,,,,,Z2 Endurance,6.642,48.78048780487805,0.8853514086604555,0.5737077128119752,0.3748545035927183,,,,,30,Z2_30s,Z2_40s,,9.72,78.85365853658537,4.878048780487805,298.56000000000495,7.49109756097561,4.800000000000068,lap
2025-04-03 18:49:14,2025-04-03 18:49:34,21.0,430.0952380952381,6.144217687074829,473.0,511.0,430.0952380952381,,,,,Z7 Neuromuscular,9.032,66.66666666666666,1.0,1.7203809523809523,1.7264978624338627,,,,,30,Z7_30s,Z7_20s,,25.805714285714288,90.28571428571429,0.0,176.0,8.777380952380952,3.599999999999909,lap
2025-04-03 18:49:34,2025-04-03 18:50:14,41.0,165.53658536585365,2.364808362369338,320.2,165.46666666666667,153.68977416197598,,,,,Z2 Endurance,6.787,56.09756097560976,0.9284338795699153,0.614759096647904,0.43041885064903396,,,,,30,Z2_30s,Z2_40s,,9.932195121951219,73.17073170731707,7.317073170731707,274.4599999999991,6.897439024390244,4.800000000000068,lap
2025-04-03 18:50:14,2025-04-03 18:50:35,22.0,433.6363636363636,6.194805194805195,498.0,520.0,433.6363636363636,,,,,Z7 Neuromuscular,9.54,54.54545454545454,1.0,1.7345454545454546,1.838618181818182,,,,,30,Z7_30s,Z7_20s,,26.01818181818182,91.0909090909091,0.0,194.5199999999968,9.13709090909091,3.199999999999932,lap
2025-04-03 18:50:35,2025-04-03 18:51:14,40.0,167.0,2.3857142857142857,322.6,163.7,150.3018274575271,,,,,Z2 Endurance,6.68,40.0,0.9000109428594438,0.6012073098301084,0.40161136599239555,,,,,30,Z2_30s,Z2_40s,,10.02,77.225,5.0,331.8899999999994,8.5856,3.400000000000091,lap
2025-04-03 18:51:14,2025-04-03 18:51:35,22.0,402.45454545454544,5.749350649350649,470.8,505.0,402.45454545454544,,,,,Z7 Neuromuscular,8.854,72.72727272727273,1.0,1.6098181818181818,1.5837033535353535,,,,,30,Z7_30s,Z7_20s,,24.14727272727273,98.54545454545455,0.0,221.5699999999997,10.411863636363636,2.3999999999999773,lap
2025-04-03 18:51:35,2025-04-03 18:52:15,41.0,194.14634146341464,2.7735191637630665,338.2,190.23333333333332,179.624561288977,,,,,Z3 Tempo,7.96,48.78048780487805,0.925201886036188,0.718498245155908,0.5879396905549136,,,,,30,Z3_30s,Z3_40s,,11.648780487804878,78.26829268292683,0.0,307.91999999999825,7.79480487804878,6.199999999999932,lap
2025-04-03 18:52:15,2025-04-03 18:52:35,21.0,402.14285714285717,5.744897959183674,429.0,459.0,402.14285714285717,,,,,Z7 Neuromuscular,8.445,80.95238095238095,1.0,1.6085714285714288,1.5093761904761906,,,,,30,Z7_30s,Z7_20s,,24.12857142857143,91.42857142857143,0.0,208.4600000000064,10.216904761904763,0.40000000000009095,lap
2025-04-03 18:52:35,2025-04-03 18:53:15,41.0,185.73170731707316,2.6533101045296164,289.0,186.8,171.6361069729347,,,,,Z2 Endurance,7.615,41.46341463414634,0.9241077328811981,0.6865444278917388,0.5368075919510276,,,,,30,Z2_30s,Z2_40s,,11.14390243902439,86.46341463414635,0.0,371.7699999999968,9.35539024390244,2.199999999999932,lap
2025-04-03 18:53:15,2025-04-03 18:53:35,21.0,441.0952380952381,6.301360544217687,460.2,479.0,441.0952380952381,,,,,Z7 Neuromuscular,9.263,90.47619047619048,1.0,1.7643809523809524,1.815940084656085,,,,,30,Z7_30s,Z7_20s,,26.465714285714288,102.80952380952381,0.0,211.87999999999738,10.426333333333334,2.0,lap
2025-04-03 18:53:35,2025-04-03 18:54:14,40.0,172.75,2.467857142857143,297.0,180.56666666666666,160.94313219916867,,,,,Z2 Endurance,6.91,47.5,0.9316534425422209,0.6437725287966747,0.4604922987036282,,,,,30,Z2_30s,Z2_40s,,10.365,86.1,0.0,314.1900000000023,8.132050000000001,3.400000000000091,lap
2025-04-03 18:54:14,2025-04-03 18:54:34,21.0,424.0,6.057142857142857,493.6,519.0,424.0,,,,,Z7 Neuromuscular,8.904,23.809523809523807,1.0,1.696,1.6779093333333333,,,,,30,Z7_30s,Z7_20s,,25.44,96.57142857142857,0.0,176.9300000000003,8.757619047619048,2.7999999999999545,lap
2025-04-03 18:54:34,2025-04-03 18:55:14,41.0,173.4390243902439,2.4777003484320557,357.6,166.5,151.39695949557822,,,,,Z2 Endurance,7.111,19.51219512195122,0.8729117338375344,0.6055878379823129,0.4176722724998826,,,,,30,Z2_30s,Z2_40s,,10.406341463414634,78.97560975609755,2.4390243902439024,295.0199999999968,7.43480487804878,5.2000000000000455,lap
2025-04-03 18:55:14,2025-04-03 18:55:34,21.0,561.6666666666666,8.023809523809524,683.4,696.0,561.6666666666666,,,,,Z7 Neuromuscular,11.795,47.61904761904761,1.0,2.2466666666666666,2.9443814814814813,,,,,30,Z7_30s,Z7_20s,,33.7,110.33333333333333,0.0,244.08000000000175,11.702952380952379,0.1999999999999318,lap
2025-04-03 18:55:34,2025-04-03 18:56:14,41.0,200.0731707317073,2.8581881533101043,636.6,208.1,157.91525990641372,,,,,Z3 Tempo,8.203,12.195121951219512,0.7892875357994591,0.6316610396256549,0.45441173411720814,,,,,30,Z3_30s,Z3_40s,,12.004390243902439,78.02439024390245,14.634146341463413,511.08000000000175,12.514951219512193,0.0,lap
2025-04-03 18:56:14,2025-04-03 19:07:07,654.0,183.87461773700306,2.6267802533857583,297.8,279.3333333333333,196.05060199484242,,,,,Z2 Endurance,120.254,31.19266055045872,1.0662189507594504,0.7842024079793697,11.172017069698326,,,,,660,Z2_11m,Z2_10m,,11.032477064220183,63.53211009174312,4.281345565749235,2720.6600000000035,4.09252752293578,114.79999999999984,lap
